tree_id	species
T_116720	Fagus sylvatica
T_116729	Fagus sylvatica
T_116730	Fagus sylvatica
T_116732	Fagus sylvatica
T_116738	Fagus sylvatica
T_116741	Fagus sylvatica
T_116743	Fagus sylvatica
T_116747	Fagus sylvatica
T_116783	Fagus sylvatica
T_116788	Fagus sylvatica
T_116801	Fagus sylvatica
T_116802	Fagus sylvatica
T_116819	Fagus sylvatica
T_116863	Fagus sylvatica
T_116882	Fagus sylvatica
T_116883	Fagus sylvatica
T_116884	Fagus sylvatica
T_116890	Fagus sylvatica
T_116894	Fagus sylvatica
T_116897	Fagus sylvatica
T_116903	Fagus sylvatica
T_116949	Fagus sylvatica
T_116955	Fagus sylvatica
T_116956	Fagus sylvatica
T_116958	Fagus sylvatica
T_116961	Fagus sylvatica
T_116967	Fagus sylvatica
T_117027	Fagus sylvatica
T_117028	Fagus sylvatica
T_117030	Fagus sylvatica
T_117041	Fagus sylvatica
T_117045	Fagus sylvatica
T_117055	Fagus sylvatica
T_117057	Fagus sylvatica
T_117061	Fagus sylvatica
T_117078	Fagus sylvatica
T_117093	Fagus sylvatica
T_117103	Fagus sylvatica
T_117120	Fagus sylvatica
T_117133	Fagus sylvatica
T_117139	Fagus sylvatica
T_117157	Fagus sylvatica
T_117163	Fagus sylvatica
T_117169	Fagus sylvatica
T_117174	Fagus sylvatica
T_117180	Fagus sylvatica
T_117191	Fagus sylvatica
T_117201	Fagus sylvatica
T_117206	Fagus sylvatica
T_117212	Fagus sylvatica
T_117249	Fagus sylvatica
T_117251	Fagus sylvatica
T_117272	Fagus sylvatica
T_117279	Fagus sylvatica
T_117284	Fagus sylvatica
T_117310	Fagus sylvatica
T_117318	Fagus sylvatica
T_117347	Fagus sylvatica
T_117355	Fagus sylvatica
T_117376	Fagus sylvatica
T_117404	Fagus sylvatica
T_117413	Fagus sylvatica
T_117414	Fagus sylvatica
T_117423	Fagus sylvatica
T_117425	Fagus sylvatica
T_117431	Fagus sylvatica
T_117433	Fagus sylvatica
T_117440	Fagus sylvatica
T_117446	Fagus sylvatica
T_117447	Fagus sylvatica
T_117449	Fagus sylvatica
T_117455	Fagus sylvatica
T_117463	Fagus sylvatica
T_117482	Fagus sylvatica
T_117483	Fagus sylvatica
T_117487	Fagus sylvatica
T_117502	Fagus sylvatica
T_117512	Fagus sylvatica
T_117520	Fagus sylvatica
T_117530	Fagus sylvatica
T_117535	Fagus sylvatica
T_117556	Fagus sylvatica
T_117560	Fagus sylvatica
T_117564	Fagus sylvatica
T_117590	Fagus sylvatica
T_117595	Fagus sylvatica
T_117599	Fagus sylvatica
T_117643	Fagus sylvatica
T_117647	Fagus sylvatica
T_117654	Fagus sylvatica
T_117655	Fagus sylvatica
T_117696	Fagus sylvatica
T_117698	Fagus sylvatica
T_117723	Fagus sylvatica
T_117728	Fagus sylvatica
T_117729	Fagus sylvatica
T_117730	Fagus sylvatica
T_117739	Fagus sylvatica
T_117751	Fagus sylvatica
T_117764	Fagus sylvatica
T_117770	Fagus sylvatica
T_117771	Fagus sylvatica
T_117777	Fagus sylvatica
T_117783	Fagus sylvatica
T_117800	Fagus sylvatica
T_117802	Fagus sylvatica
T_117830	Fagus sylvatica
T_117861	Fagus sylvatica
T_117867	Fagus sylvatica
T_117874	Fagus sylvatica
T_117885	Fagus sylvatica
T_117887	Fagus sylvatica
T_117905	Fagus sylvatica
T_117908	Fagus sylvatica
T_117910	Fagus sylvatica
T_117922	Fagus sylvatica
T_117933	Fagus sylvatica
T_117960	Fagus sylvatica
T_118009	Fagus sylvatica
T_118012	Fagus sylvatica
T_118018	Fagus sylvatica
T_118019	Fagus sylvatica
T_118020	Fagus sylvatica
T_118040	Fagus sylvatica
T_118042	Fagus sylvatica
T_118043	Fagus sylvatica
T_118050	Fagus sylvatica
T_118052	Fagus sylvatica
T_118054	Fagus sylvatica
T_118062	Fagus sylvatica
T_118085	Fagus sylvatica
T_118110	Fagus sylvatica
T_118113	Fagus sylvatica
T_118119	Fagus sylvatica
T_118120	Fagus sylvatica
T_118130	Fagus sylvatica
T_118144	Fagus sylvatica
T_118157	Fagus sylvatica
T_118161	Fagus sylvatica
T_118174	Fagus sylvatica
T_118177	Fagus sylvatica
T_118188	Fagus sylvatica
T_118196	Fagus sylvatica
T_118198	Fagus sylvatica
T_118199	Fagus sylvatica
T_118214	Fagus sylvatica
T_118233	Fagus sylvatica
T_118238	Fagus sylvatica
T_118239	Fagus sylvatica
T_118245	Fagus sylvatica
T_118254	Fagus sylvatica
T_118256	Fagus sylvatica
T_118259	Fagus sylvatica
T_118264	Fagus sylvatica
T_118270	Fagus sylvatica
T_118278	Fagus sylvatica
T_118279	Fagus sylvatica
T_118290	Fagus sylvatica
T_118291	Fagus sylvatica
T_118298	Fagus sylvatica
T_118300	Fagus sylvatica
T_118301	Fagus sylvatica
T_118306	Fagus sylvatica
T_118309	Fagus sylvatica
T_118311	Fagus sylvatica
T_118321	Fagus sylvatica
T_118323	Fagus sylvatica
T_118337	Fagus sylvatica
T_118345	Fagus sylvatica
T_118354	Fagus sylvatica
T_118356	Fagus sylvatica
T_118364	Fagus sylvatica
T_118370	Fagus sylvatica
T_118372	Fagus sylvatica
T_118380	Fagus sylvatica
T_118392	Fagus sylvatica
T_118394	Fagus sylvatica
T_118396	Fagus sylvatica
T_118399	Fagus sylvatica
T_118404	Fagus sylvatica
T_118407	Fagus sylvatica
T_118411	Fagus sylvatica
T_118415	Fagus sylvatica
T_118420	Fagus sylvatica
T_118449	Fagus sylvatica
T_118453	Fagus sylvatica
T_118459	Fagus sylvatica
T_118467	Fagus sylvatica
T_118476	Fagus sylvatica
T_118497	Fagus sylvatica
T_118504	Fagus sylvatica
T_118508	Fagus sylvatica
T_118511	Fagus sylvatica
T_118512	Fagus sylvatica
T_118514	Fagus sylvatica
T_118520	Fagus sylvatica
T_118522	Fagus sylvatica
T_118538	Fagus sylvatica
T_118559	Fagus sylvatica
T_118560	Fagus sylvatica
T_118562	Fagus sylvatica
T_118565	Fagus sylvatica
T_118570	Fagus sylvatica
T_118578	Fagus sylvatica
T_118580	Fagus sylvatica
T_118582	Fagus sylvatica
T_118621	Fagus sylvatica
T_118628	Fagus sylvatica
T_118632	Fagus sylvatica
T_118648	Fagus sylvatica
T_118660	Fagus sylvatica
T_118668	Fagus sylvatica
T_118671	Fagus sylvatica
T_118676	Fagus sylvatica
T_118678	Fagus sylvatica
T_118690	Fagus sylvatica
T_118711	Fagus sylvatica
T_118730	Fagus sylvatica
T_118745	Fagus sylvatica
T_118747	Fagus sylvatica
T_118754	Fagus sylvatica
T_118766	Fagus sylvatica
T_118778	Fagus sylvatica
T_118801	Fagus sylvatica
T_118803	Fagus sylvatica
T_118804	Fagus sylvatica
T_118809	Fagus sylvatica
T_118817	Fagus sylvatica
T_118833	Fagus sylvatica
T_118842	Fagus sylvatica
T_118844	Fagus sylvatica
T_118849	Fagus sylvatica
T_118853	Fagus sylvatica
T_118860	Fagus sylvatica
T_118866	Fagus sylvatica
T_118870	Fagus sylvatica
T_118876	Fagus sylvatica
T_118882	Fagus sylvatica
T_118886	Fagus sylvatica
T_118887	Fagus sylvatica
T_118888	Fagus sylvatica
T_118891	Fagus sylvatica
T_118894	Fagus sylvatica
T_118904	Fagus sylvatica
T_118918	Fagus sylvatica
T_118919	Fagus sylvatica
T_118925	Fagus sylvatica
T_118926	Fagus sylvatica
T_118928	Fagus sylvatica
T_118931	Fagus sylvatica
T_118936	Fagus sylvatica
T_118949	Fagus sylvatica
T_118958	Fagus sylvatica
T_118962	Fagus sylvatica
T_118972	Fagus sylvatica
T_118982	Fagus sylvatica
T_119000	Fagus sylvatica
T_119001	Fagus sylvatica
T_119028	Fagus sylvatica
T_119037	Fagus sylvatica
T_119040	Fagus sylvatica
T_119045	Fagus sylvatica
T_119046	Fagus sylvatica
T_119068	Fagus sylvatica
T_119073	Fagus sylvatica
T_119077	Fagus sylvatica
T_119086	Fagus sylvatica
T_119088	Fagus sylvatica
T_119093	Fagus sylvatica
T_119096	Fagus sylvatica
T_119097	Fagus sylvatica
T_119114	Fagus sylvatica
T_119121	Fagus sylvatica
T_119139	Fagus sylvatica
T_119159	Fagus sylvatica
T_119161	Fagus sylvatica
T_119172	Fagus sylvatica
T_119183	Fagus sylvatica
T_119193	Fagus sylvatica
T_119203	Fagus sylvatica
T_119206	Fagus sylvatica
T_119246	Fagus sylvatica
T_119271	Fagus sylvatica
T_119275	Fagus sylvatica
T_119288	Fagus sylvatica
T_119305	Fagus sylvatica
T_119307	Fagus sylvatica
T_119318	Fagus sylvatica
T_119335	Fagus sylvatica
T_119364	Fagus sylvatica
T_119366	Fagus sylvatica
T_119369	Fagus sylvatica
T_119372	Fagus sylvatica
T_119390	Fagus sylvatica
T_119400	Fagus sylvatica
T_119402	Fagus sylvatica
T_119414	Fagus sylvatica
T_119441	Fagus sylvatica
T_119461	Fagus sylvatica
T_119462	Fagus sylvatica
T_119463	Fagus sylvatica
T_119464	Fagus sylvatica
T_119465	Fagus sylvatica
T_119488	Fagus sylvatica
T_119493	Fagus sylvatica
T_119496	Fagus sylvatica
T_119498	Fagus sylvatica
T_119505	Fagus sylvatica
T_119530	Fagus sylvatica
T_119534	Fagus sylvatica
T_119537	Fagus sylvatica
T_119539	Fagus sylvatica
T_119541	Fagus sylvatica
T_119580	Fagus sylvatica
T_119596	Fagus sylvatica
T_119609	Fagus sylvatica
T_119610	Fagus sylvatica
T_119619	Fagus sylvatica
T_119631	Fagus sylvatica
T_119634	Fagus sylvatica
T_119637	Fagus sylvatica
T_119638	Fagus sylvatica
T_119643	Fagus sylvatica
T_119644	Fagus sylvatica
T_119648	Fagus sylvatica
T_119666	Fagus sylvatica
T_119680	Fagus sylvatica
T_119693	Fagus sylvatica
T_119704	Fagus sylvatica
T_119714	Fagus sylvatica
T_119717	Fagus sylvatica
T_119740	Fagus sylvatica
T_119747	Fagus sylvatica
T_119751	Fagus sylvatica
T_119752	Fagus sylvatica
T_119755	Fagus sylvatica
T_119773	Fagus sylvatica
T_119783	Fagus sylvatica
T_119788	Fagus sylvatica
T_119793	Fagus sylvatica
T_119813	Fagus sylvatica
T_119836	Fagus sylvatica
T_119845	Fagus sylvatica
T_119865	Fagus sylvatica
T_119899	Fagus sylvatica
T_119901	Fagus sylvatica
T_119908	Fagus sylvatica
T_119918	Fagus sylvatica
T_119920	Fagus sylvatica
T_119922	Fagus sylvatica
T_119946	Fagus sylvatica
T_119957	Fagus sylvatica
T_119960	Fagus sylvatica
T_119965	Fagus sylvatica
T_119966	Fagus sylvatica
T_119968	Fagus sylvatica
T_119973	Fagus sylvatica
T_119974	Fagus sylvatica
T_119983	Fagus sylvatica
T_119985	Fagus sylvatica
T_119989	Fagus sylvatica
T_119993	Fagus sylvatica
T_119998	Fagus sylvatica
T_120001	Fagus sylvatica
T_120003	Fagus sylvatica
T_120004	Fagus sylvatica
T_120006	Fagus sylvatica
T_120013	Fagus sylvatica
T_120023	Fagus sylvatica
T_120034	Fagus sylvatica
T_120037	Fagus sylvatica
T_120069	Fagus sylvatica
T_120089	Fagus sylvatica
T_120091	Fagus sylvatica
T_120100	Fagus sylvatica
T_120109	Fagus sylvatica
T_120111	Fagus sylvatica
T_120154	Fagus sylvatica
T_120159	Fagus sylvatica
T_120167	Fagus sylvatica
T_120168	Fagus sylvatica
T_120179	Fagus sylvatica
T_120183	Fagus sylvatica
T_120214	Fagus sylvatica
T_120216	Fagus sylvatica
T_120230	Fagus sylvatica
T_120246	Fagus sylvatica
T_120254	Fagus sylvatica
T_120258	Fagus sylvatica
T_120259	Fagus sylvatica
T_120262	Fagus sylvatica
T_120266	Fagus sylvatica
T_120276	Fagus sylvatica
T_120284	Fagus sylvatica
T_120286	Fagus sylvatica
T_120320	Fagus sylvatica
T_120328	Fagus sylvatica
T_120346	Fagus sylvatica
