tree_id	species
T_115393	Quercus ilex
T_115396	Quercus ilex
T_115408	Quercus ilex
T_115423	Quercus ilex
T_115425	Quercus ilex
T_115433	Quercus ilex
T_115445	Quercus ilex
T_115453	Quercus ilex
T_115462	Quercus ilex
T_115466	Quercus ilex
T_115468	Quercus ilex
T_115482	Quercus ilex
T_115485	Quercus ilex
T_115490	Quercus ilex
T_115493	Quercus ilex
T_115500	Quercus ilex
T_115501	Quercus ilex
T_115504	Quercus ilex
T_115505	Quercus ilex
T_115508	Quercus ilex
T_115535	Quercus ilex
T_115544	Quercus ilex
T_115554	Quercus ilex
T_115565	Quercus ilex
T_115581	Quercus ilex
T_115585	Quercus ilex
T_115587	Quercus ilex
T_115622	Quercus ilex
T_115630	Quercus ilex
T_115633	Quercus ilex
T_115646	Quercus ilex
T_115712	Quercus ilex
T_115716	Quercus ilex
T_115719	Quercus ilex
T_115720	Quercus ilex
T_115733	Quercus ilex
T_115742	Quercus ilex
T_115744	Quercus ilex
T_115760	Quercus ilex
T_115766	Quercus ilex
T_115771	Quercus ilex
T_115779	Quercus ilex
T_115783	Quercus ilex
T_115786	Quercus ilex
T_115803	Quercus ilex
T_115806	Quercus ilex
T_115808	Quercus ilex
T_115830	Quercus ilex
T_115836	Quercus ilex
T_115848	Quercus ilex
T_115856	Quercus ilex
T_115862	Quercus ilex
T_115869	Quercus ilex
T_115880	Quercus ilex
T_115918	Quercus ilex
T_115923	Quercus ilex
T_115937	Quercus ilex
T_115943	Quercus ilex
T_115949	Quercus ilex
T_115953	Quercus ilex
T_115954	Quercus ilex
T_115957	Quercus ilex
T_115959	Quercus ilex
T_115978	Quercus ilex
T_115989	Quercus ilex
T_116000	Quercus ilex
T_116005	Quercus ilex
T_116036	Quercus ilex
T_116041	Quercus ilex
T_116043	Quercus ilex
T_116048	Quercus ilex
T_116075	Quercus ilex
T_116076	Quercus ilex
T_116087	Quercus ilex
T_116088	Quercus ilex
T_116097	Quercus ilex
T_116098	Quercus ilex
T_116099	Quercus ilex
T_116103	Quercus ilex
T_116104	Quercus ilex
T_116108	Quercus ilex
T_116115	Quercus ilex
T_116119	Quercus ilex
T_116122	Quercus ilex
T_116128	Quercus ilex
T_116129	Quercus ilex
T_116134	Quercus ilex
T_116155	Quercus ilex
T_116165	Quercus ilex
T_116177	Quercus ilex
T_116183	Quercus ilex
T_116184	Quercus ilex
T_116191	Quercus ilex
T_116211	Quercus ilex
T_116230	Quercus ilex
T_116238	Quercus ilex
T_116244	Quercus ilex
T_116252	Quercus ilex
T_116256	Quercus ilex
T_116267	Quercus ilex
T_116270	Quercus ilex
T_116272	Quercus ilex
T_116279	Quercus ilex
T_116285	Quercus ilex
T_116299	Quercus ilex
T_116304	Quercus ilex
T_116305	Quercus ilex
T_116314	Quercus ilex
T_116315	Quercus ilex
T_116322	Quercus ilex
T_116329	Quercus ilex
T_116335	Quercus ilex
T_116377	Quercus ilex
T_116386	Quercus ilex
T_116390	Quercus ilex
T_116404	Quercus ilex
T_116421	Quercus ilex
T_116423	Quercus ilex
T_116424	Quercus ilex
T_116425	Quercus ilex
T_116433	Quercus ilex
T_116437	Quercus ilex
T_116451	Quercus ilex
T_116453	Quercus ilex
T_116456	Quercus ilex
T_116475	Quercus ilex
T_116481	Quercus ilex
T_116504	Quercus ilex
T_116505	Quercus ilex
T_116523	Quercus ilex
T_116525	Quercus ilex
T_116535	Quercus ilex
T_116567	Quercus ilex
T_116569	Quercus ilex
T_116580	Quercus ilex
T_116590	Quercus ilex
T_116591	Quercus ilex
T_116605	Quercus ilex
T_116612	Quercus ilex
T_116619	Quercus ilex
T_116633	Quercus ilex
T_116644	Quercus ilex
T_116658	Quercus ilex
T_116667	Quercus ilex
T_116677	Quercus ilex
T_116696	Quercus ilex
T_116699	Quercus ilex
T_116700	Quercus ilex
T_116701	Quercus ilex
T_116710	Quercus ilex
T_116720	Quercus ilex
T_116729	Quercus ilex
T_116730	Quercus ilex
T_116732	Quercus ilex
T_116738	Quercus ilex
T_116741	Quercus ilex
T_116743	Quercus ilex
T_116747	Quercus ilex
T_116783	Quercus ilex
T_116788	Quercus ilex
T_116801	Quercus ilex
T_116802	Quercus ilex
T_116819	Quercus ilex
T_116863	Quercus ilex
T_116882	Quercus ilex
T_116883	Quercus ilex
T_116884	Quercus ilex
T_116890	Quercus ilex
T_116894	Quercus ilex
T_116897	Quercus ilex
T_116903	Quercus ilex
T_116949	Quercus ilex
T_116955	Quercus ilex
T_116956	Quercus ilex
T_116958	Quercus ilex
T_116961	Quercus ilex
T_116967	Quercus ilex
T_117027	Quercus ilex
T_117028	Quercus ilex
T_117030	Quercus ilex
T_117041	Quercus ilex
T_117045	Quercus ilex
T_117055	Quercus ilex
T_117057	Quercus ilex
T_117061	Quercus ilex
T_117078	Quercus ilex
T_117093	Quercus ilex
T_117103	Quercus ilex
T_117120	Quercus ilex
T_117133	Quercus ilex
T_117139	Quercus ilex
T_117157	Quercus ilex
T_117163	Quercus ilex
T_117169	Quercus ilex
T_117174	Quercus ilex
T_117180	Quercus ilex
T_117191	Quercus ilex
T_117201	Quercus ilex
T_117206	Quercus ilex
T_117212	Quercus ilex
T_117249	Quercus ilex
T_117251	Quercus ilex
T_117272	Quercus ilex
T_117279	Quercus ilex
T_117284	Quercus ilex
T_117310	Quercus ilex
T_117318	Quercus ilex
T_117347	Quercus ilex
T_117355	Quercus ilex
T_117376	Quercus ilex
T_117404	Quercus ilex
T_117413	Quercus ilex
T_117414	Quercus ilex
T_117423	Quercus ilex
T_117425	Quercus ilex
T_117431	Quercus ilex
T_117433	Quercus ilex
T_117440	Quercus ilex
T_117446	Quercus ilex
T_117447	Quercus ilex
T_117449	Quercus ilex
T_117455	Quercus ilex
T_117463	Quercus ilex
T_117482	Quercus ilex
T_117483	Quercus ilex
T_117487	Quercus ilex
T_117502	Quercus ilex
T_117512	Quercus ilex
T_117520	Quercus ilex
T_117530	Quercus ilex
T_117535	Quercus ilex
T_117556	Quercus ilex
T_117560	Quercus ilex
T_117564	Quercus ilex
T_117590	Quercus ilex
T_117595	Quercus ilex
T_117599	Quercus ilex
T_117643	Quercus ilex
T_117647	Quercus ilex
T_117654	Quercus ilex
T_117655	Quercus ilex
T_117696	Quercus ilex
T_117698	Quercus ilex
T_117723	Quercus ilex
T_117728	Quercus ilex
T_117729	Quercus ilex
T_117730	Quercus ilex
T_117739	Quercus ilex
T_117751	Quercus ilex
T_117764	Quercus ilex
T_117770	Quercus ilex
T_117771	Quercus ilex
T_117777	Quercus ilex
T_117783	Quercus ilex
T_117800	Quercus ilex
T_117802	Quercus ilex
T_117830	Quercus ilex
T_117861	Quercus ilex
T_117867	Quercus ilex
T_117874	Quercus ilex
T_117885	Quercus ilex
T_117887	Quercus ilex
T_117905	Quercus ilex
T_117908	Quercus ilex
T_117910	Quercus ilex
T_117922	Quercus ilex
T_117933	Quercus ilex
T_117960	Quercus ilex
T_118009	Quercus ilex
T_118012	Quercus ilex
T_118018	Quercus ilex
T_118019	Quercus ilex
T_118020	Quercus ilex
T_118040	Quercus ilex
T_118042	Quercus ilex
T_118043	Quercus ilex
T_118050	Quercus ilex
T_118052	Quercus ilex
T_118054	Quercus ilex
T_118062	Quercus ilex
T_118085	Quercus ilex
T_118110	Quercus ilex
T_118113	Quercus ilex
T_118119	Quercus ilex
T_118120	Quercus ilex
T_118130	Quercus ilex
T_118144	Quercus ilex
T_118157	Quercus ilex
T_118161	Quercus ilex
T_118174	Quercus ilex
T_118177	Quercus ilex
T_118188	Quercus ilex
T_118196	Quercus ilex
T_118198	Quercus ilex
T_118199	Quercus ilex
T_118214	Quercus ilex
T_118233	Quercus ilex
T_118238	Quercus ilex
T_118239	Quercus ilex
T_118245	Quercus ilex
T_118254	Quercus ilex
T_118256	Quercus ilex
T_118259	Quercus ilex
T_118264	Quercus ilex
T_118270	Quercus ilex
T_118278	Quercus ilex
T_118279	Quercus ilex
T_118290	Quercus ilex
T_118291	Quercus ilex
T_118298	Quercus ilex
T_118300	Quercus ilex
T_118301	Quercus ilex
T_118306	Quercus ilex
T_118309	Quercus ilex
T_118311	Quercus ilex
T_118321	Quercus ilex
T_118323	Quercus ilex
T_118337	Quercus ilex
T_118345	Quercus ilex
T_118354	Quercus ilex
T_118356	Quercus ilex
T_118364	Quercus ilex
T_118370	Quercus ilex
T_118372	Quercus ilex
T_118380	Quercus ilex
T_118392	Quercus ilex
T_118394	Quercus ilex
T_118396	Quercus ilex
T_118399	Quercus ilex
T_118404	Quercus ilex
T_118407	Quercus ilex
T_118411	Quercus ilex
T_118415	Quercus ilex
T_118420	Quercus ilex
T_118449	Quercus ilex
T_118453	Quercus ilex
T_118459	Quercus ilex
T_118467	Quercus ilex
T_118476	Quercus ilex
T_118497	Quercus ilex
T_118504	Quercus ilex
T_118508	Quercus ilex
T_118511	Quercus ilex
T_118512	Quercus ilex
T_118514	Quercus ilex
T_118520	Quercus ilex
T_118522	Quercus ilex
T_118538	Quercus ilex
T_118559	Quercus ilex
T_118560	Quercus ilex
T_118562	Quercus ilex
T_118565	Quercus ilex
T_118570	Quercus ilex
T_118578	Quercus ilex
T_118580	Quercus ilex
T_118582	Quercus ilex
T_118621	Quercus ilex
T_118628	Quercus ilex
T_118632	Quercus ilex
T_118648	Quercus ilex
T_118660	Quercus ilex
T_118668	Quercus ilex
T_118671	Quercus ilex
T_118676	Quercus ilex
T_118678	Quercus ilex
T_118690	Quercus ilex
T_118711	Quercus ilex
T_118730	Quercus ilex
T_118745	Quercus ilex
T_118747	Quercus ilex
T_118754	Quercus ilex
T_118766	Quercus ilex
T_118778	Quercus ilex
T_118801	Quercus ilex
T_118803	Quercus ilex
T_118804	Quercus ilex
T_118809	Quercus ilex
T_118817	Quercus ilex
T_118833	Quercus ilex
T_118842	Quercus ilex
T_118844	Quercus ilex
T_118849	Quercus ilex
T_118853	Quercus ilex
T_118860	Quercus ilex
T_118866	Quercus ilex
T_118870	Quercus ilex
T_118876	Quercus ilex
T_118882	Quercus ilex
T_118886	Quercus ilex
T_118887	Quercus ilex
T_118888	Quercus ilex
T_118891	Quercus ilex
T_118894	Quercus ilex
T_118904	Quercus ilex
T_118918	Quercus ilex
T_118919	Quercus ilex
T_118925	Quercus ilex
T_118926	Quercus ilex
T_118928	Quercus ilex
T_118931	Quercus ilex
T_118936	Quercus ilex
T_118949	Quercus ilex
T_118958	Quercus ilex
T_118962	Quercus ilex
T_118972	Quercus ilex
T_118982	Quercus ilex
T_119000	Quercus ilex
T_119001	Quercus ilex
T_119028	Quercus ilex
T_119037	Quercus ilex
T_119040	Quercus ilex
T_119045	Quercus ilex
T_119046	Quercus ilex
T_119068	Quercus ilex
T_119073	Quercus ilex
T_119077	Quercus ilex
T_119086	Quercus ilex
T_119088	Quercus ilex
T_119093	Quercus ilex
T_119096	Quercus ilex
T_119097	Quercus ilex
T_119114	Quercus ilex
T_119121	Quercus ilex
T_119139	Quercus ilex
T_119159	Quercus ilex
T_119161	Quercus ilex
T_119172	Quercus ilex
T_119183	Quercus ilex
T_119193	Quercus ilex
T_119203	Quercus ilex
T_119206	Quercus ilex
T_119246	Quercus ilex
T_119271	Quercus ilex
T_119275	Quercus ilex
T_119288	Quercus ilex
T_119305	Quercus ilex
T_119307	Quercus ilex
T_119318	Quercus ilex
T_119335	Quercus ilex
T_119364	Quercus ilex
T_119366	Quercus ilex
T_119369	Quercus ilex
T_119372	Quercus ilex
T_119390	Quercus ilex
T_119400	Quercus ilex
T_119402	Quercus ilex
T_119414	Quercus ilex
T_119441	Quercus ilex
T_119461	Quercus ilex
T_119462	Quercus ilex
T_119463	Quercus ilex
T_119464	Quercus ilex
T_119465	Quercus ilex
T_119488	Quercus ilex
T_119493	Quercus ilex
T_119496	Quercus ilex
T_119498	Quercus ilex
T_119505	Quercus ilex
T_119530	Quercus ilex
T_119534	Quercus ilex
T_119537	Quercus ilex
T_119539	Quercus ilex
T_119541	Quercus ilex
T_119580	Quercus ilex
T_119596	Quercus ilex
T_119609	Quercus ilex
T_119610	Quercus ilex
T_119619	Quercus ilex
T_119631	Quercus ilex
T_119634	Quercus ilex
T_119637	Quercus ilex
T_119638	Quercus ilex
T_119643	Quercus ilex
T_119644	Quercus ilex
T_119648	Quercus ilex
T_119666	Quercus ilex
T_119680	Quercus ilex
T_119693	Quercus ilex
T_119704	Quercus ilex
T_119714	Quercus ilex
T_119717	Quercus ilex
T_119740	Quercus ilex
T_119747	Quercus ilex
T_119751	Quercus ilex
T_119752	Quercus ilex
T_119755	Quercus ilex
T_119773	Quercus ilex
T_119783	Quercus ilex
T_119788	Quercus ilex
T_119793	Quercus ilex
T_119813	Quercus ilex
T_119836	Quercus ilex
T_119845	Quercus ilex
T_119865	Quercus ilex
T_119899	Quercus ilex
T_119901	Quercus ilex
T_119908	Quercus ilex
T_119918	Quercus ilex
T_119920	Quercus ilex
T_119922	Quercus ilex
T_119946	Quercus ilex
T_119957	Quercus ilex
T_119960	Quercus ilex
T_119965	Quercus ilex
T_119966	Quercus ilex
T_119968	Quercus ilex
T_119973	Quercus ilex
T_119974	Quercus ilex
T_119983	Quercus ilex
T_119985	Quercus ilex
T_119989	Quercus ilex
T_119993	Quercus ilex
T_119998	Quercus ilex
T_120001	Quercus ilex
T_120003	Quercus ilex
T_120004	Quercus ilex
T_120006	Quercus ilex
T_120013	Quercus ilex
T_120023	Quercus ilex
T_120034	Quercus ilex
T_120037	Quercus ilex
T_120069	Quercus ilex
T_120089	Quercus ilex
T_120091	Quercus ilex
T_120100	Quercus ilex
T_120109	Quercus ilex
T_120111	Quercus ilex
T_120154	Quercus ilex
T_120159	Quercus ilex
T_120167	Quercus ilex
T_120168	Quercus ilex
T_120179	Quercus ilex
T_120183	Quercus ilex
T_120214	Quercus ilex
T_120216	Quercus ilex
T_120230	Quercus ilex
T_120246	Quercus ilex
T_120254	Quercus ilex
T_120258	Quercus ilex
T_120259	Quercus ilex
T_120262	Quercus ilex
T_120266	Quercus ilex
T_120276	Quercus ilex
T_120284	Quercus ilex
T_120286	Quercus ilex
T_120320	Quercus ilex
T_120328	Quercus ilex
T_120346	Quercus ilex
T_120353	Quercus ilex
T_120357	Quercus ilex
T_120368	Quercus ilex
T_120407	Quercus ilex
T_120410	Quercus ilex
T_120443	Quercus ilex
T_120459	Quercus ilex
T_120470	Quercus ilex
T_120490	Quercus ilex
T_120501	Quercus ilex
T_120503	Quercus ilex
T_120513	Quercus ilex
T_120525	Quercus ilex
T_120528	Quercus ilex
T_120533	Quercus ilex
T_120536	Quercus ilex
T_120539	Quercus ilex
T_120540	Quercus ilex
T_120550	Quercus ilex
T_120562	Quercus ilex
T_120567	Quercus ilex
T_120585	Quercus ilex
T_120598	Quercus ilex
T_120605	Quercus ilex
T_120616	Quercus ilex
T_120621	Quercus ilex
T_120623	Quercus ilex
T_120625	Quercus ilex
T_120655	Quercus ilex
T_120664	Quercus ilex
T_120668	Quercus ilex
T_120676	Quercus ilex
T_120697	Quercus ilex
T_120700	Quercus ilex
T_120704	Quercus ilex
T_120710	Quercus ilex
T_120712	Quercus ilex
T_120713	Quercus ilex
T_120725	Quercus ilex
T_120735	Quercus ilex
T_120777	Quercus ilex
T_120811	Quercus ilex
T_120813	Quercus ilex
T_120863	Quercus ilex
T_120874	Quercus ilex
T_120875	Quercus ilex
T_120883	Quercus ilex
T_120891	Quercus ilex
T_120899	Quercus ilex
T_120909	Quercus ilex
T_120933	Quercus ilex
T_120973	Quercus ilex
T_120979	Quercus ilex
T_120981	Quercus ilex
T_120987	Quercus ilex
T_121004	Quercus ilex
T_121007	Quercus ilex
T_121019	Quercus ilex
T_125974	Quercus ilex
T_125977	Quercus ilex
T_125986	Quercus ilex
T_126052	Quercus ilex
T_126066	Quercus ilex
T_126108	Quercus ilex
T_126110	Quercus ilex
T_126129	Quercus ilex
T_126130	Quercus ilex
T_126136	Quercus ilex
T_126166	Quercus ilex
T_126167	Quercus ilex
T_126183	Quercus ilex
T_126204	Quercus ilex
T_126228	Quercus ilex
T_126281	Quercus ilex
T_126349	Quercus ilex
T_126470	Quercus ilex
T_126478	Quercus ilex
T_126485	Quercus ilex
T_126489	Quercus ilex
T_126493	Quercus ilex
T_126512	Quercus ilex
T_126523	Quercus ilex
T_126525	Quercus ilex
T_126528	Quercus ilex
T_126545	Quercus ilex
T_126552	Quercus ilex
T_126558	Quercus ilex
T_126681	Quercus ilex
T_126695	Quercus ilex
T_126706	Quercus ilex
T_126714	Quercus ilex
T_126724	Quercus ilex
T_126747	Quercus ilex
T_126773	Quercus ilex
T_126777	Quercus ilex
T_126778	Quercus ilex
T_126836	Quercus ilex
T_126862	Quercus ilex
T_126885	Quercus ilex
T_126925	Quercus ilex
T_126949	Quercus ilex
T_126972	Quercus ilex
T_127011	Quercus ilex
T_127024	Quercus ilex
T_127052	Quercus ilex
T_127079	Quercus ilex
T_127107	Quercus ilex
T_127149	Quercus ilex
T_127175	Quercus ilex
T_127187	Quercus ilex
T_127217	Quercus ilex
T_127220	Quercus ilex
T_127221	Quercus ilex
T_127233	Quercus ilex
T_127236	Quercus ilex
T_127256	Quercus ilex
T_127261	Quercus ilex
T_127395	Quercus ilex
T_127425	Quercus ilex
T_127431	Quercus ilex
T_127448	Quercus ilex
T_127455	Quercus ilex
T_127457	Quercus ilex
T_127463	Quercus ilex
T_127507	Quercus ilex
T_127508	Quercus ilex
T_127509	Quercus ilex
T_127525	Quercus ilex
T_127529	Quercus ilex
T_127530	Quercus ilex
T_127532	Quercus ilex
T_127559	Quercus ilex
T_127575	Quercus ilex
T_127628	Quercus ilex
T_127684	Quercus ilex
T_127692	Quercus ilex
T_127790	Quercus ilex
T_127827	Quercus ilex
T_127910	Quercus ilex
T_127932	Quercus ilex
T_127938	Quercus ilex
T_127947	Quercus ilex
