tree_id	species
T_117103	Quercus ilex
T_117120	Quercus ilex
T_117133	Quercus ilex
T_117139	Quercus ilex
T_117157	Quercus ilex
T_117163	Fagus sylvatica
T_117169	Fagus sylvatica
T_117174	Pinus pinaster
T_117180	Fagus sylvatica
T_117191	Fagus sylvatica
T_117201	Quercus ilex
T_117206	Pinus pinaster
T_117212	Fagus sylvatica
T_117249	Pinus pinaster
T_117251	Quercus ilex
T_117272	Fagus sylvatica
T_117279	Fagus sylvatica
T_117284	Fagus sylvatica
T_117310	Quercus ilex
T_117318	Fagus sylvatica
T_117347	Fagus sylvatica
T_117355	Pinus pinaster
T_117376	Quercus ilex
T_117404	Quercus ilex
T_117413	Fagus sylvatica
T_117414	Quercus ilex
T_117423	Pinus pinaster
T_117425	Fagus sylvatica
T_117431	Pinus pinaster
T_117433	Fagus sylvatica
T_117440	Quercus ilex
T_117446	Quercus ilex
T_117447	Pinus pinaster
T_117449	Fagus sylvatica
T_117455	Fagus sylvatica
T_117463	Pinus pinaster
T_117482	Quercus ilex
T_117483	Fagus sylvatica
T_117487	Fagus sylvatica
T_117502	Pinus pinaster
T_117512	Quercus ilex
T_117520	Quercus ilex
T_117530	Quercus ilex
T_117535	Pinus pinaster
T_117556	Pinus pinaster
T_117560	Fagus sylvatica
T_117564	Quercus ilex
T_117590	Quercus ilex
T_117595	Pinus pinaster
T_117599	Fagus sylvatica
T_117643	Fagus sylvatica
T_117647	Pinus pinaster
T_117654	Fagus sylvatica
T_117655	Quercus ilex
T_117696	Pinus pinaster
T_117698	Quercus ilex
T_117723	Quercus ilex
T_117728	Pinus pinaster
T_117729	Fagus sylvatica
T_117730	Quercus ilex
T_117739	Pinus pinaster
T_117751	Fagus sylvatica
T_117764	Quercus ilex
T_117770	Fagus sylvatica
T_117771	Pinus pinaster
T_117777	Fagus sylvatica
T_117783	Pinus pinaster
T_117800	Fagus sylvatica
T_117802	Pinus pinaster
T_117830	Fagus sylvatica
T_117861	Quercus ilex
T_117867	Fagus sylvatica
T_117874	Pinus pinaster
T_117885	Pinus pinaster
T_117887	Fagus sylvatica
T_117905	Pinus pinaster
T_117908	Pinus pinaster
T_117910	Fagus sylvatica
T_117922	Quercus ilex
T_117933	Pinus pinaster
T_117960	Pinus pinaster
T_118009	Quercus ilex
T_118012	Pinus pinaster
T_118018	Fagus sylvatica
T_118019	Fagus sylvatica
T_118020	Quercus ilex
T_118040	Fagus sylvatica
T_118042	Quercus ilex
T_118043	Fagus sylvatica
T_118050	Pinus pinaster
T_118052	Fagus sylvatica
T_118054	Pinus pinaster
T_118062	Pinus pinaster
T_118085	Pinus pinaster
T_118110	Quercus ilex
T_118113	Quercus ilex
T_118119	Pinus pinaster
T_118120	Quercus ilex
T_118130	Fagus sylvatica
T_118144	Pinus pinaster
T_118157	Fagus sylvatica
T_118161	Quercus ilex
T_118174	Fagus sylvatica
T_118177	Pinus pinaster
T_118188	Pinus pinaster
T_118196	Fagus sylvatica
T_118198	Fagus sylvatica
T_118199	Pinus pinaster
T_118214	Quercus ilex
T_118233	Pinus pinaster
T_118238	Pinus pinaster
T_118239	Pinus pinaster
T_118245	Fagus sylvatica
T_118254	Pinus pinaster
T_118256	Pinus pinaster
T_118259	Quercus ilex
T_118264	Quercus ilex
T_118270	Fagus sylvatica
T_118278	Quercus ilex
T_118279	Pinus pinaster
T_118290	Fagus sylvatica
T_118291	Fagus sylvatica
T_118298	Quercus ilex
T_118300	Pinus pinaster
T_118301	Pinus pinaster
T_118306	Quercus ilex
T_118309	Fagus sylvatica
T_118311	Fagus sylvatica
T_118321	Pinus pinaster
T_118323	Pinus pinaster
T_118337	Quercus ilex
T_118345	Pinus pinaster
T_118354	Fagus sylvatica
T_118356	Fagus sylvatica
T_118364	Pinus pinaster
T_118370	Quercus ilex
T_118372	Pinus pinaster
T_118380	Fagus sylvatica
T_118392	Fagus sylvatica
T_118394	Quercus ilex
T_118396	Fagus sylvatica
T_118399	Fagus sylvatica
T_118404	Quercus ilex
T_118407	Quercus ilex
T_118411	Pinus pinaster
T_118415	Fagus sylvatica
T_118420	Fagus sylvatica
T_118449	Pinus pinaster
T_118453	Pinus pinaster
T_118459	Pinus pinaster
T_118467	Fagus sylvatica
T_118476	Fagus sylvatica
T_118497	Pinus pinaster
T_118504	Pinus pinaster
T_118508	Quercus ilex
T_118511	Fagus sylvatica
T_118512	Pinus pinaster
T_118514	Pinus pinaster
T_118520	Quercus ilex
T_118522	Fagus sylvatica
T_118538	Quercus ilex
T_118559	Fagus sylvatica
T_118560	Quercus ilex
T_118562	Pinus pinaster
T_118565	Fagus sylvatica
T_118570	Fagus sylvatica
T_118578	Pinus pinaster
T_118580	Pinus pinaster
T_118582	Pinus pinaster
T_118621	Pinus pinaster
T_118628	Fagus sylvatica
T_118632	Pinus pinaster
T_118648	Pinus pinaster
T_118660	Quercus ilex
T_118668	Pinus pinaster
T_118671	Quercus ilex
T_118676	Quercus ilex
T_118678	Quercus ilex
T_118690	Pinus pinaster
T_118711	Quercus ilex
T_118730	Quercus ilex
T_118745	Quercus ilex
T_118747	Fagus sylvatica
T_118754	Fagus sylvatica
T_118766	Fagus sylvatica
T_118778	Quercus ilex
T_118801	Fagus sylvatica
T_118803	Quercus ilex
T_118804	Fagus sylvatica
T_118809	Fagus sylvatica
T_118817	Pinus pinaster
T_118833	Quercus ilex
T_118842	Fagus sylvatica
T_118844	Fagus sylvatica
T_118849	Quercus ilex
T_118853	Fagus sylvatica
T_118860	Pinus pinaster
T_118866	Fagus sylvatica
T_118870	Pinus pinaster
T_118876	Fagus sylvatica
T_118882	Quercus ilex
T_118886	Fagus sylvatica
T_118887	Pinus pinaster
T_118888	Fagus sylvatica
T_118891	Quercus ilex
T_118894	Pinus pinaster
T_118904	Quercus ilex
T_118918	Pinus pinaster
T_118919	Pinus pinaster
T_118925	Pinus pinaster
T_118926	Fagus sylvatica
T_118928	Fagus sylvatica
T_118931	Quercus ilex
T_118936	Quercus ilex
T_118949	Pinus pinaster
T_118958	Pinus pinaster
T_118962	Quercus ilex
T_118972	Fagus sylvatica
T_118982	Quercus ilex
T_119000	Fagus sylvatica
T_119001	Pinus pinaster
T_119028	Pinus pinaster
T_119037	Fagus sylvatica
T_119040	Pinus pinaster
T_119045	Fagus sylvatica
T_119046	Quercus ilex
T_119068	Pinus pinaster
T_119073	Pinus pinaster
T_119077	Fagus sylvatica
T_119086	Pinus pinaster
T_119088	Pinus pinaster
T_119093	Fagus sylvatica
T_119096	Pinus pinaster
T_119097	Quercus ilex
T_119114	Fagus sylvatica
T_119121	Pinus pinaster
T_119139	Quercus ilex
T_119159	Fagus sylvatica
T_119161	Fagus sylvatica
T_119172	Quercus ilex
T_119183	Fagus sylvatica
T_119193	Quercus ilex
T_119203	Pinus pinaster
T_119206	Pinus pinaster
T_119246	Pinus pinaster
T_119271	Fagus sylvatica
T_119275	Quercus ilex
T_119288	Pinus pinaster
T_119305	Fagus sylvatica
T_119307	Fagus sylvatica
T_119318	Fagus sylvatica
T_119335	Fagus sylvatica
T_119364	Quercus ilex
T_119366	Pinus pinaster
T_119369	Fagus sylvatica
T_119372	Quercus ilex
T_119390	Fagus sylvatica
T_119400	Pinus pinaster
T_119402	Pinus pinaster
T_119414	Fagus sylvatica
T_119441	Quercus ilex
T_119461	Fagus sylvatica
T_119462	Quercus ilex
T_119463	Quercus ilex
T_119464	Pinus pinaster
T_119465	Fagus sylvatica
T_119488	Fagus sylvatica
T_119493	Quercus ilex
T_119496	Quercus ilex
T_119498	Quercus ilex
T_119505	Quercus ilex
T_119530	Pinus pinaster
T_119534	Quercus ilex
T_119537	Pinus pinaster
T_119539	Fagus sylvatica
T_119541	Fagus sylvatica
T_119580	Pinus pinaster
T_119596	Quercus ilex
T_119609	Pinus pinaster
T_119610	Quercus ilex
T_119619	Pinus pinaster
T_119631	Fagus sylvatica
T_119634	Quercus ilex
T_119637	Quercus ilex
T_119638	Quercus ilex
T_119643	Pinus pinaster
T_119644	Quercus ilex
T_119648	Fagus sylvatica
T_119666	Pinus pinaster
T_119680	Pinus pinaster
T_119693	Quercus ilex
T_119704	Pinus pinaster
T_119714	Quercus ilex
T_119717	Quercus ilex
T_119740	Quercus ilex
T_119747	Quercus ilex
T_119751	Pinus pinaster
T_119752	Quercus ilex
T_119755	Pinus pinaster
T_119773	Fagus sylvatica
T_119783	Quercus ilex
T_119788	Fagus sylvatica
T_119793	Pinus pinaster
T_119813	Quercus ilex
T_119836	Fagus sylvatica
T_119845	Pinus pinaster
T_119865	Quercus ilex
T_119899	Quercus ilex
T_119901	Quercus ilex
T_119908	Quercus ilex
T_119918	Fagus sylvatica
T_119920	Quercus ilex
T_119922	Pinus pinaster
T_119946	Quercus ilex
T_119957	Fagus sylvatica
T_119960	Pinus pinaster
T_119965	Quercus ilex
T_119966	Pinus pinaster
T_119968	Quercus ilex
T_119973	Quercus ilex
T_119974	Pinus pinaster
T_119983	Quercus ilex
T_119985	Fagus sylvatica
T_119989	Pinus pinaster
T_119993	Fagus sylvatica
T_119998	Pinus pinaster
T_120001	Quercus ilex
T_120003	Pinus pinaster
T_120004	Pinus pinaster
T_120006	Quercus ilex
T_120013	Pinus pinaster
T_120023	Pinus pinaster
T_120034	Fagus sylvatica
T_120037	Fagus sylvatica
T_120069	Fagus sylvatica
T_120089	Pinus pinaster
T_120091	Pinus pinaster
T_120100	Quercus ilex
T_120109	Pinus pinaster
T_120111	Fagus sylvatica
T_120154	Pinus pinaster
T_120159	Fagus sylvatica
T_120167	Fagus sylvatica
T_120168	Fagus sylvatica
T_120179	Pinus pinaster
T_120183	Pinus pinaster
T_120214	Pinus pinaster
T_120216	Fagus sylvatica
T_120230	Quercus ilex
T_120246	Fagus sylvatica
T_120254	Quercus ilex
T_120258	Quercus ilex
T_120259	Quercus ilex
T_120262	Pinus pinaster
T_120266	Pinus pinaster
T_120276	Quercus ilex
T_120284	Pinus pinaster
T_120286	Pinus pinaster
T_120320	Quercus ilex
T_120328	Pinus pinaster
T_120346	Fagus sylvatica
T_120353	Fagus sylvatica
T_120357	Pinus pinaster
T_120368	Quercus ilex
T_120407	Quercus ilex
T_120410	Fagus sylvatica
T_120443	Pinus pinaster
T_120459	Quercus ilex
T_120470	Fagus sylvatica
T_120490	Quercus ilex
T_120501	Pinus pinaster
T_120503	Quercus ilex
T_120513	Quercus ilex
T_120525	Pinus pinaster
T_120528	Fagus sylvatica
T_120533	Quercus ilex
T_120536	Fagus sylvatica
T_120539	Quercus ilex
T_120540	Pinus pinaster
T_120550	Quercus ilex
T_120562	Pinus pinaster
T_120567	Quercus ilex
T_120585	Quercus ilex
T_120598	Pinus pinaster
T_120605	Fagus sylvatica
T_120616	Quercus ilex
T_120621	Pinus pinaster
T_120623	Fagus sylvatica
T_120625	Quercus ilex
T_120655	Pinus pinaster
T_120664	Pinus pinaster
T_120668	Fagus sylvatica
T_120676	Quercus ilex
T_120697	Quercus ilex
T_120700	Pinus pinaster
T_120704	Pinus pinaster
T_120710	Pinus pinaster
T_120712	Pinus pinaster
T_120713	Pinus pinaster
T_120725	Fagus sylvatica
T_120735	Quercus ilex
T_120777	Fagus sylvatica
T_120811	Quercus ilex
T_120813	Pinus pinaster
T_120863	Quercus ilex
T_120874	Fagus sylvatica
T_120875	Pinus pinaster
T_120883	Quercus ilex
T_120891	Fagus sylvatica
T_120899	Quercus ilex
T_120909	Pinus pinaster
T_120933	Quercus ilex
T_120973	Quercus ilex
T_120979	Quercus ilex
T_120981	Quercus ilex
T_120987	Pinus pinaster
T_121004	Fagus sylvatica
T_121007	Fagus sylvatica
T_121019	Quercus ilex
T_125974	Quercus ilex
T_125977	Fagus sylvatica
T_125986	Pinus pinaster
T_126052	Quercus ilex
T_126066	Quercus ilex
T_126108	Pinus pinaster
T_126110	Pinus pinaster
